book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,cleaned_authors,cleaned_title,top_5_tags
69,11735983,11735983,15524542,164,0007442912,9780007442910,Veronica Roth,2012,Insurgent,"Insurgent (Divergent, #2)",eng,4.07,836362,947338,55873,10641,44620,182131,339977,369969,https://images.gr-assets.com/books/1325667729m/11735983.jpg,https://images.gr-assets.com/books/1325667729s/11735983.jpg,veronica roth,insurgent divergent 2,"to-read, currently-reading, favorites, young-adult, dystopian"
70,375802,375802,2422333,224,0812550706,9780812550700,Orson Scott Card,1985,Ender's Game,"Ender's Game (Ender's Saga, #1)",eng,4.3,813439,873417,38054,15330,27612,103439,264207,462829,https://images.gr-assets.com/books/1408303130m/375802.jpg,https://images.gr-assets.com/books/1408303130s/375802.jpg,orson scott card,enders game enders saga 1,"to-read, science-fiction, favorites, sci-fi, currently-reading"
71,18490,18490,4836639,2618,0141439475,9780141439470,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818,"Frankenstein; or, The Modern Prometheus",Frankenstein,eng,3.75,808589,883563,19993,29366,74142,231022,300495,248538,https://images.gr-assets.com/books/1381512375m/18490.jpg,https://images.gr-assets.com/books/1381512375s/18490.jpg,mary wollstonecraft shelley percy bysshe shelley maurice hindle,frankenstein,"classics, fiction, horror, favorites, to-read"
72,11588,11588,849585,289,0450040186,9780450040180,Stephen King,1977,The Shining,The Shining (The Shining #1),eng,4.17,791850,830881,14936,18487,28981,123862,277393,382158,https://images.gr-assets.com/books/1353277730m/11588.jpg,https://images.gr-assets.com/books/1353277730s/11588.jpg,stephen king,the shining the shining 1,"fiction, owned, to-read, fantasy, king"
73,1656001,1656001,3328799,161,0316068047,9780316068050,Stephenie Meyer,2008,The Host,"The Host (The Host, #1)",en-US,3.84,749780,777560,39778,44215,62501,154906,227180,288758,https://images.gr-assets.com/books/1318009171m/1656001.jpg,https://images.gr-assets.com/books/1318009171s/1656001.jpg,stephenie meyer,the host the host 1,"to-read, sci-fi, science-fiction, fiction, dystopian"
74,99561,99561,919292,187,0142402516,9780142402510,John Green,2005,Looking for Alaska,Looking for Alaska,eng,4.09,783470,831285,47128,16940,44232,147324,262932,359857,https://images.gr-assets.com/books/1394798630m/99561.jpg,https://images.gr-assets.com/books/1394798630s/99561.jpg,john green,looking for alaska,"favorites, young-adult, to-read, ya, books-i-own"
75,227443,227443,3185154,193,014028009X,9780140280100,Helen Fielding,1996,-,"Bridget Jones's Diary (Bridget Jones, #1)",eng,3.75,736498,754498,8157,28973,59309,198555,254836,212825,https://images.gr-assets.com/books/1292060045m/227443.jpg,https://images.gr-assets.com/books/1292060045s/227443.jpg,helen fielding,bridget joness diary bridget jones 1,"to-read, chick-lit, fiction, currently-reading, romance"
76,14935,14935,2809709,1969,0141439661,9780141439660,"Jane Austen, Tony Tanner, Ros Ballaster",1811,Sense and Sensibility,Sense and Sensibility,eng,4.06,738894,779382,11526,18430,34699,141987,272512,311754,https://images.gr-assets.com/books/1397245675m/14935.jpg,https://images.gr-assets.com/books/1397245675s/14935.jpg,jane austen tony tanner ros ballaster,sense and sensibility,"fiction, favorites, books-i-own, owned, historical-fiction"
77,38709,38709,1679789,138,0439244196,9780439244190,"Louis Sachar, Louis Sachar",1998,Holes,"Holes (Holes, #1)",eng,3.93,747445,764637,15832,15495,43786,176946,269153,259257,https://images.gr-assets.com/books/1327781893m/38709.jpg,https://images.gr-assets.com/books/1327781893s/38709.jpg,louis sachar louis sachar,holes holes 1,"to-read, young-adult, fiction, currently-reading, ya"
78,5139,5139,38765,129,0307275558,9780307275550,Lauren Weisberger,2003,The Devil Wears Prada,"The Devil Wears Prada (The Devil Wears Prada, #1)",eng,3.7,665930,679845,8024,24231,58323,192366,226675,178250,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,lauren weisberger,the devil wears prada the devil wears prada 1,"to-read, chick-lit, fiction, books-i-own, favorites"
79,1381,1381,3356006,1703,0143039954,9780143039950,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",720 BC,Ὀδύσσεια,The Odyssey,eng,3.73,670326,710757,8101,29703,65629,183082,224120,208223,https://images.gr-assets.com/books/1390173285m/1381.jpg,https://images.gr-assets.com/books/1390173285s/1381.jpg,homer robert fagles ev rieu frdric mugler bernard knox,the odyssey,"to-read, classics, currently-reading, fiction, poetry"
80,157993,157993,2180358,1708,0156012197,9780156012200,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946,Le Petit Prince,The Little Prince,eng,4.28,738757,859286,24537,15039,32866,114714,228440,468227,https://images.gr-assets.com/books/1367545443m/157993.jpg,https://images.gr-assets.com/books/1367545443s/157993.jpg,antoine de saintexupry richard howard dom marcos barbosa melina karakosta,the little prince,"to-read, fantasy, childrens, children, classic"
81,7445,7445,2944133,92,074324754X,9780743247540,Jeannette Walls,2005,The Glass Castle,The Glass Castle,eng,4.24,621099,637866,40777,7901,18922,85191,227750,298102,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg,jeannette walls,the glass castle,"to-read, currently-reading, favorites, non-fiction, memoir"
82,1845,1845,3284484,108,0385486804,9780385486800,Jon Krakauer,1996,Into the Wild,Into the Wild,eng,3.94,647684,665377,17299,19229,35567,135199,248287,227095,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg,jon krakauer,into the wild,"to-read, non-fiction, currently-reading, favorites, nonfiction"
83,1953,1953,2956372,525,0141439602,9780141439600,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859,A Tale of Two Cities,A Tale of Two Cities,eng,3.81,637412,677713,13093,28904,55555,153305,216378,223571,https://images.gr-assets.com/books/1344922523m/1953.jpg,https://images.gr-assets.com/books/1344922523s/1953.jpg,charles dickens richard maxwell hablot knight browne,a tale of two cities,"to-read, currently-reading, classics, fiction, favorites"
84,7677,6424171,3376836,176,030734813X,9780307348140,Michael Crichton,1990,Jurassic Park,"Jurassic Park (Jurassic Park, #1)",spa,3.96,447833,650483,8143,15736,34222,138327,231583,230615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,michael crichton,jurassic park jurassic park 1,"to-read, science-fiction, fiction, sci-fi, favorites"
85,370493,370493,30530,81,0060256656,9780060256650,Shel Silverstein,1964,The Giving Tree,The Giving Tree,eng,4.38,702332,708287,14368,15345,20408,76071,167542,428921,https://images.gr-assets.com/books/1174210942m/370493.jpg,https://images.gr-assets.com/books/1174210942s/370493.jpg,shel silverstein,the giving tree,"to-read, favorites, childrens, currently-reading, children"
86,32542,32542,1804929,158,0385338600,9780385338610,John Grisham,1989,A Time to Kill,A Time to Kill,eng,4.03,597775,608824,4239,12106,25938,122675,218617,229488,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,john grisham,a time to kill,"to-read, fiction, currently-reading, mystery, thriller"
87,1617,1617,265616,109,0374500010,9780374500020,"Elie Wiesel, Marion Wiesel",1958,Un di Velt Hot Geshvign,Night (The Night Trilogy #1),eng,4.3,691231,707879,22001,7761,18539,90575,230227,360777,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg,elie wiesel marion wiesel,night the night trilogy 1,"to-read, non-fiction, currently-reading, favorites, classics"
88,6442769,6442769,3364505,178,014241493X,9780142414930,John Green,2008,Paper Towns,Paper Towns,en-US,3.88,461311,655271,42717,14105,47183,154479,223895,215609,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg,john green,paper towns,"young-adult, john-green, to-read, owned-books, favourites"
89,21787,21787,992628,129,0345418263,9780345418260,William Goldman,1973,The Princess Bride,The Princess Bride ,en-US,4.25,628637,658042,15630,12883,21641,89236,196047,338235,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg,william goldman,the princess bride ,"favourites, to-buy, currently-reading, sci-fi-fantasy, ya"
90,231804,231804,1426690,156,014038572X,9780140385720,S.E. Hinton,1967,The Outsiders,The Outsiders,en-US,4.06,659248,680437,22662,10178,34346,134244,227250,274419,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg,se hinton,the outsiders,"to-read, favorites, fiction, ya, classics"
91,6186357,6186357,6366642,147,0385737947,9780385737940,James Dashner,2009,The Maze Runner,"The Maze Runner (Maze Runner, #1)",eng,4.02,719925,777956,48942,15291,43370,150488,266698,302109,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg,james dashner,the maze runner maze runner 1,"to-read, currently-reading, young-adult, favorites, dystopian"
92,1202,1202,5397,124,0061234001,9780061234000,"Steven D. Levitt, Stephen J. Dubner",2005,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",en-US,3.93,524191,549301,13668,14586,26538,115789,216316,176072,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg,steven d levitt stephen j dubner,freakonomics a rogue economist explores the hidden side of everything freakonomics 1,"to-read, nonfiction, science, currently-reading, non-fiction"
93,2998,2998,3186437,1350,0517189607,9780517189600,Frances Hodgson Burnett,1911,The Secret Garden,The Secret Garden,eng,4.12,639357,692249,13054,8005,25207,129646,243821,285570,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,frances hodgson burnett,the secret garden,"to-read, classics, currently-reading, favorites, fiction"
94,320,320,3295655,555,0060531045,9780060531040,"Gabriel García Márquez, Gregory Rabassa",1967,Cien años de soledad,One Hundred Years of Solitude,eng,4.04,490565,575667,21671,27340,37646,87675,155809,267197,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg,gabriel garca mrquez gregory rabassa,one hundred years of solitude,"classics, to-read, owned, literature, classic"
95,5297,5297,1858012,2303,0375751513,9780375751520,"Oscar Wilde, Jeffrey Eugenides",1891,The Picture of Dorian Gray,The Picture of Dorian Gray,eng,4.06,590014,674551,19647,9825,30735,129420,246892,257679,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg,oscar wilde jeffrey eugenides,the picture of dorian gray,"to-read, currently-reading, classics, favorites, fiction"
96,13536860,13536860,18034963,133,0345803507,9780345803500,E.L. James,2012,Fifty Shades Freed,"Fifty Shades Freed (Fifty Shades, #3)",eng,3.88,387290,610116,25287,39079,55691,109963,140304,265079,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg,el james,fifty shades freed fifty shades 3,"favorites, erotica, fiction, series, bdsm"
97,17245,17245,3165724,2207,0393970124,9780393970130,"Bram Stoker, Nina Auerbach, David J. Skal",1897,Dracula,Dracula,eng,3.98,618973,689739,17263,11756,36719,151396,246043,243825,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg,bram stoker nina auerbach david j skal,dracula,"to-read, currently-reading, classics, horror, fiction"
98,5060378,5060378,6976108,209,0307269981,9780307269980,"Stieg Larsson, Reg Keeland",2006,Flickan som lekte med elden,"The Girl Who Played with Fire (Millennium, #2)",eng,4.22,563994,649253,31423,4623,15781,91021,258236,279592,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg,stieg larsson reg keeland,the girl who played with fire millennium 2,"to-read, fiction, mystery, crime, books-i-own"
99,11857408,11857408,16813814,147,1612130585,9781612130580,E.L. James,2011,Fifty Shades Darker,"Fifty Shades Darker (Fifty Shades, #2)",eng,3.87,552059,623340,28052,37245,58935,114203,150906,262051,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg,el james,fifty shades darker fifty shades 2,"to-read, romance, guilty-pleasure, favs, books-i-own"
100,7244,7244,810663,39,0060786507,9780060786500,Barbara Kingsolver,1998,The Poisonwood Bible,The Poisonwood Bible,eng,4.02,546502,562787,19941,21699,33702,92590,175725,239071,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg,barbara kingsolver,the poisonwood bible,"to-read, favorites, historical-fiction, currently-reading, fiction"
101,4137,4137,1030767,59,0349113912,9780349113910,David Sedaris,2000,Me Talk Pretty One Day,Me Talk Pretty One Day,eng,3.97,495736,514276,14982,19718,29034,93427,178021,194076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,david sedaris,me talk pretty one day,"to-read, humor, non-fiction, favorites, memoir"
102,19543,19543,3020535,110,0099408392,9780099408390,Maurice Sendak,1963,Where the Wild Things Are,Where the Wild Things Are,eng,4.22,620618,636061,9102,15392,27532,93700,167043,332394,https://images.gr-assets.com/books/1384434560m/19543.jpg,https://images.gr-assets.com/books/1384434560s/19543.jpg,maurice sendak,where the wild things are,"to-read, childrens, picture-books, children, children-s-books"
103,7126,7126,391568,1310,0140449264,9780140449270,"Alexandre Dumas, Robin Buss",1844,Le Comte de Monte-Cristo,The Count of Monte Cristo,eng,4.21,555822,601220,15925,10381,22482,89980,183142,295235,https://images.gr-assets.com/books/1309203605m/7126.jpg,https://images.gr-assets.com/books/1309203605s/7126.jpg,alexandre dumas robin buss,the count of monte cristo,"classics, favorites, fiction, to-read, classic"
104,6288,6288,3355573,181,0307265439,9780307265430,Cormac McCarthy,2006,The Road,The Road,eng,3.95,504793,555787,38980,20086,36561,100989,190823,207328,https://images.gr-assets.com/books/1439197219m/6288.jpg,https://images.gr-assets.com/books/1439197219s/6288.jpg,cormac mccarthy,the road,"currently-reading, favorites, science-fiction, dystopia, dystopian"
105,18710190,18710190,15524549,153,0007524277,9780007524270,Veronica Roth,2013,Allegiant,"Allegiant (Divergent, #3)",eng,3.63,463257,663226,62536,31626,78366,176061,192785,184388,https://images.gr-assets.com/books/1395582745m/18710190.jpg,https://images.gr-assets.com/books/1395582745s/18710190.jpg,veronica roth,allegiant divergent 3,"to-read, currently-reading, young-adult, dystopian, favorites"
106,9418327,9418327,14302659,48,-,-,Tina Fey,2011,Bossypants,Bossypants,eng,3.94,506250,609260,35142,14842,31761,129390,230080,203187,https://images.gr-assets.com/books/1481509554m/9418327.jpg,https://images.gr-assets.com/books/1481509554s/9418327.jpg,tina fey,bossypants,"to-read, currently-reading, non-fiction, humor, memoir"
107,3473,3473,3143497,131,0446693804,9780446693810,Nicholas Sparks,1999,A Walk to Remember,A Walk to Remember,en-US,4.15,546948,559581,11071,10640,24094,94327,169650,260870,https://images.gr-assets.com/books/1385738968m/3473.jpg,https://images.gr-assets.com/books/1385738968s/3473.jpg,nicholas sparks,a walk to remember,"to-read, owned, adult, owned-books, currently-reading"
108,9416,9416,3237433,144,0440241413,9780440241420,Sophie Kinsella,2000,Confessions of a Shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",eng,3.61,543658,558004,11170,30705,56949,156636,166927,146787,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,sophie kinsella,confessions of a shopaholic shopaholic 1,"to-read, favorites, sophie-kinsella, chic-lit, funny"
